id,title,category,subcategory,price,platform,link,description,unsplash_url,local_path
PROD_044,"boAt Rockerz 450, 40mm Drivers, 15H Battery, Stream Ad Free Music...more",Electronics,Headphones,1499.0,Flipkart,https://www.flipkart.com/boat-rockerz-450-40mm-drivers-15h-battery-stream-ad-free-music-via-app-bluetooth/p/itm63c56116216a6?pid=ACCFQKGCGHHCDNHT&lid=LSTACCFQKGCGHHCDNHTVFB09V&marketplace=FLIPKART&q=boAt+Rockerz+450+Bluetooth+On+Ear&store=0pm%2Ffcn%2Fgc3&srno=s_1_1&otracker=search&fm=organic&iid=17be7f3d-93f0-4d1e-b6e3-a3ca3b1698a7.ACCFQKGCGHHCDNHT.SEARCH&ppt=None&ppn=None&ssid=hxvqk5merk0000001779793593715&qH=de8b08732b12881d&ov_redirect=true&ov_redirect=true,"Premium quality boAt Rockerz 450, 40mm Drivers, 15H Battery, Stream Ad Free Music...more designed for professional performance and luxury feel.",https://images.unsplash.com/photo-1546435770-a3e426bf472b?w=500&auto=format&fit=crop&q=80,data/images/prod_044_electronics.jpg
PROD_045,JBL Go 3 Wireless Portable Bluetooth Speaker,Electronics,Audio,2999.0,Flipkart,https://www.flipkart.com/search?q=JBL+Go+3+Wireless+Portable+Bluetooth+Speaker,Ultra-compact rugged speaker wrapped in tight-weave protective fabric with an integrated carry loop.,https://images.unsplash.com/photo-1608043152269-423dbba4e7e1?w=500&auto=format&fit=crop&q=80,data/images/prod_045_electronics.jpg
PROD_046,"Logitech G213 / Lightsync RGB, Spill-resistant, Palm-rest, Custom...more",Electronics,Keyboard,3495.0,Flipkart,https://www.flipkart.com/logitech-g213-lightsync-rgb-spill-resistant-palm-rest-customizable-keys-wired-usb-standard-gaming-keyboard-compatible-desktop-laptop-mac-multimedia-keys-g213/p/itm52a14aa8223c1?pid=ACCFNRY22X3EQUP5&lid=LSTACCFNRY22X3EQUP5DZZ68V&marketplace=FLIPKART&q=Logitech+G213+Prodigy+Gaming+Keyboard&store=6bo%2Ftia%2F8pp%2Fwap&srno=s_1_1&otracker=search&fm=organic&iid=b07eb2a6-52db-4552-965e-5d576d6f6157.ACCFNRY22X3EQUP5.SEARCH&ppt=None&ppn=None&ssid=7ut6y4txm80000001779793611231&qH=a486b34532e53cf9&ov_redirect=true&ov_redirect=true,"Premium quality Logitech G213 / Lightsync RGB, Spill-resistant, Palm-rest, Custom...more designed for professional performance and luxury feel.",https://images.unsplash.com/photo-1618384887929-16ec33fab9ef?w=500&auto=format&fit=crop&q=80,data/images/prod_046_electronics.jpg
PROD_047,"Logitech Pebble M350 / Silent Buttons, Bluetooth or USB (Multi-De...more",Electronics,Accessories,1995.0,Flipkart,https://www.flipkart.com/logitech-pebble-m350-silent-buttons-bluetooth-usb-multi-device-connectivity-wireless-ambidextrous-optical-mouse/p/itm3a80ce7b67cc1?pid=ACCFHHNK2ZZXUKKF&lid=LSTACCFHHNK2ZZXUKKF2H8M69&marketplace=FLIPKART&q=Logitech+Pebble+M350+Wireless+Mouse&store=6bo%2Ftia%2F8pp%2Fp0w&srno=s_1_1&otracker=search&fm=organic&iid=48de694d-0900-482b-a720-169f4fb0f406.ACCFHHNK2ZZXUKKF.SEARCH&ppt=None&ppn=None&ssid=ehis1t5lgg0000001779793628113&qH=91addd001e5eb602&ov_redirect=true&ov_redirect=true,"Premium quality Logitech Pebble M350 / Silent Buttons, Bluetooth or USB (Multi-De...more designed for professional performance and luxury feel.",https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7?w=500&auto=format&fit=crop&q=80,data/images/prod_047_electronics.jpg
PROD_048,Samsung Galaxy Fit3 Smart Fitness Band,Electronics,Wearables,4999.0,Flipkart,https://www.flipkart.com/search?q=Samsung+Galaxy+Fit3+Smart+Fitness+Band,Lightweight health tracking smart band with a large AMOLED touch display.,https://images.unsplash.com/photo-1508685096489-7aacd43bd3b1?w=500&auto=format&fit=crop&q=80,data/images/prod_048_electronics.jpg
PROD_049,Mi Smart Band 8 Active Fitness Tracker,Electronics,Wearables,2499.0,Amazon,https://www.amazon.in/s?k=Mi+Smart+Band+8+Active+Fitness+Tracker,All-in-one smart activity band featuring a thin rectangular tracker module and comfortable strap.,https://images.unsplash.com/photo-1508685096489-7aacd43bd3b1?w=500&auto=format&fit=crop&q=80,data/images/prod_049_electronics.jpg
PROD_050,Wipro 16A Smart Plug with Energy Monitoring,Electronics,Smart Home,999.0,Amazon,https://www.amazon.in/s?k=Wipro+16A+Smart+Plug+with+Energy+Monitoring,"Smart home automation plug designed in heavy-duty white plastic, featuring energy tracking.",https://images.unsplash.com/photo-1507473885765-e6ed057f782c?w=500&auto=format&fit=crop&q=80,data/images/prod_050_electronics.jpg
PROD_051,Philips Multi Grooming Trimmer Kit QT4011,Electronics,Personal Care,2299.0,Flipkart,https://www.flipkart.com/search?q=Philips+Multi+Grooming+Trimmer+Kit+QT4011,High-performance beard trimmer featuring titanium-coated blades and zoom wheel.,https://images.unsplash.com/photo-1621607512214-68297480165e?w=500&auto=format&fit=crop&q=80,data/images/prod_051_electronics.jpg
PROD_052,TP-Link Deco E4 Whole Home Mesh WiFi System,Electronics,Networking,4999.0,Amazon,https://www.amazon.in/s?k=TP-Link+Deco+E4+Whole+Home+Mesh+WiFi+System,Dynamic whole home AC1200 dual-band mesh router system housed in cylindrical towers.,https://images.unsplash.com/photo-1556911220-e15b29be8c8f?w=500&auto=format&fit=crop&q=80,data/images/prod_052_electronics.jpg
PROD_053,HP w300 1080P HD Autofocus Webcam,Electronics,Computers,1599.0,Amazon,https://www.amazon.in/s?k=HP+w300+1080P+HD+Autofocus+Webcam,Compact external computer webcam with high-definition resolution and integrated microphone.,https://images.unsplash.com/photo-1602164948582-0de0f837c7f6?w=500&auto=format&fit=crop&q=80,data/images/prod_053_electronics.jpg
PROD_054,Zebronics Zeb-Companion Wireless Keyboard & Mouse,Electronics,Computers,999.0,Flipkart,https://www.flipkart.com/search?q=Zebronics+Zeb-Companion+Wireless+Keyboard+&+Mouse,"Ergonomic computer input peripherals combo styled in a matching, completely clean matte black profile.",https://images.unsplash.com/photo-1587829741301-dc798b83add3?w=500&auto=format&fit=crop&q=80,data/images/prod_054_electronics.jpg
PROD_055,Mi 360 Home Security Camera 2K Resolution,Electronics,Smart Home,2999.0,Amazon,https://www.amazon.in/s?k=Mi+360+Home+Security+Camera+2K+Resolution,Smart home 360-degree security camera with 2K resolution and infrared night vision.,https://images.unsplash.com/photo-1557597774-9d273605dfa9?w=500&auto=format&fit=crop&q=80,data/images/prod_055_electronics.jpg
PROD_056,Anker PowerCore 20000mAh Portable Power Bank,Electronics,Accessories,3499.0,Amazon,https://www.amazon.in/s?k=Anker+PowerCore+20000mAh+Portable+Power+Bank,Ultra-high capacity external battery charger featuring matte black textured finish.,https://images.unsplash.com/photo-1609592424085-f55a156e52bf?w=500&auto=format&fit=crop&q=80,data/images/prod_056_electronics.jpg
PROD_057,Realme Buds Wireless 3 Neckband Earphones,Electronics,Audio,1799.0,Flipkart,https://www.flipkart.com/search?q=Realme+Buds+Wireless+3+Neckband+Earphones,Bluetooth in-ear neckband earphones with active noise cancellation.,https://images.unsplash.com/photo-1613040809024-b4ef7ba99bc3?w=500&auto=format&fit=crop&q=80,data/images/prod_057_electronics.jpg
PROD_058,SanDisk Cruzer Blade 64GB USB Flash Drive,Electronics,Accessories,499.0,Amazon,https://www.amazon.in/s?k=SanDisk+Cruzer+Blade+64GB+USB+Flash+Drive,Pocket-sized micro USB 2.0 flash drive designed in a sleek black body accented by signature highlights.,https://images.unsplash.com/photo-1563206767-5b18f218e8de?w=500&auto=format&fit=crop&q=80,data/images/prod_058_electronics.jpg
PROD_059,Portronics Ruffpad 15M LCD Writing Pad,Electronics,Smart Home,899.0,Amazon,https://www.amazon.in/s?k=Portronics+Ruffpad+15M+LCD+Writing+Pad,Smart digital drawing and writing board with a massive 15-inch screen and stylus.,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=500&auto=format&fit=crop&q=80,data/images/prod_059_electronics.jpg
PROD_060,Philips Daily Collection HD2582 Toaster,Electronics,Home Appliances,1999.0,Flipkart,https://www.flipkart.com/search?q=Philips+Daily+Collection+HD2582+Toaster,8-setting compact bread toaster with built-in bun warming rack styled in clean daily design.,https://images.unsplash.com/photo-1585238342024-78d387f4a707?w=500&auto=format&fit=crop&q=80,data/images/prod_060_electronics.jpg
PROD_061,Levi's Men's Regular Fit Denim Jacket,Fashion,Jacket,3499.0,Amazon,https://www.amazon.in/s?k=Levi's+Men's+Regular+Fit+Denim+Jacket,Classic rugged trucker jacket made of thick denim featuring metallic button closures.,https://images.unsplash.com/photo-1576995853123-5a10305d93c0?w=500&auto=format&fit=crop&q=80,data/images/prod_061_fashion.jpg
PROD_062,Adidas Men's Football Jersey T-Shirt,Fashion,Activewear,1999.0,Amazon,https://www.amazon.in/s?k=Adidas+Men's+Football+Jersey+T-Shirt,Sporty activewear jersey tee styled in completely black breathable knit fabric with clean white highlights.,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=500&auto=format&fit=crop&q=80,data/images/prod_062_fashion.jpg
PROD_063,Allen Solly Men's Slim Fit Polo T-Shirt,Fashion,T-Shirt,999.0,Flipkart,https://www.flipkart.com/search?q=Allen+Solly+Men's+Slim+Fit+Polo+T-Shirt,Elegant smart-casual office polo t-shirt crafted in premium textured cotton knit.,https://images.unsplash.com/photo-1596755094514-f87e34085b2c?w=500&auto=format&fit=crop&q=80,data/images/prod_063_fashion.jpg
PROD_064,US Polo Assn Men's Solid Cotton Shirt,Fashion,Shirt,1799.0,Flipkart,https://www.flipkart.com/search?q=US+Polo+Assn+Men's+Solid+Cotton+Shirt,"Crisp, office-to-street button-down casual shirt crafted in pure linen cotton with structured collar.",https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=500&auto=format&fit=crop&q=80,data/images/prod_064_fashion.jpg
PROD_065,Puma Men's Solid Fleece Cozy Hoodie,Fashion,Hoodie,2499.0,Amazon,https://www.amazon.in/s?k=Puma+Men's+Solid+Fleece+Cozy+Hoodie,Classic relaxed pullover winter hoodie made from soft grey cotton fleece with logo details.,https://images.unsplash.com/photo-1618354691373-d851c5c3a990?w=500&auto=format&fit=crop&q=80,data/images/prod_065_fashion.jpg
PROD_066,Levi's Men's 511 Slim Fit Stretch Jeans,Fashion,Jeans,2899.0,Amazon,https://www.amazon.in/s?k=Levi's+Men's+511+Slim+Fit+Stretch+Jeans,Modern slim fit lifestyle jeans crafted in durable deep indigo blue denim with a light fading.,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?w=500&auto=format&fit=crop&q=80,data/images/prod_066_fashion.jpg
PROD_067,HAUWER Men Cargos,Fashion,T-Shirt,799.0,Flipkart,https://www.flipkart.com/hauwer-men-cargos/p/itm279df74dc062b?pid=CRGH5R6JWZ4HJY6X&lid=LSTCRGH5R6JWZ4HJY6XXYMBMS&marketplace=FLIPKART&q=H+M+Men+s+Regular+Fit&store=clo&srno=s_1_1&otracker=search&fm=organic&iid=en_gFYpORhlgJ-v7zu6qF3DmEGLa4_xG9wj6WM67KAJs4MoX-yqWJqkkP_3krdgyX-WaNawa5VAnWTEkXnC7uHTGw%3D%3D&ppt=None&ppn=None&ssid=8twtmi95fk0000001779792786122&qH=025730d71dbd7a21&ov_redirect=true,Premium quality HAUWER Men Cargos designed for professional performance and luxury feel.,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=500&auto=format&fit=crop&q=80,data/images/prod_067_fashion.jpg
PROD_068,Nike Sportswear Club Fleece Joggers,Fashion,Activewear,2995.0,Amazon,https://www.amazon.in/s?k=Nike+Sportswear+Club+Fleece+Joggers,Premium tapered active joggers made of heavy fleece with a comfortable drawstring waist.,https://images.unsplash.com/photo-1556905055-8f358a7a47b2?w=500&auto=format&fit=crop&q=80,data/images/prod_068_fashion.jpg
PROD_069,Zara Women's Floral Print Midi Dress,Fashion,Dress,3990.0,Amazon,https://www.amazon.in/s?k=Zara+Women's+Floral+Print+Midi+Dress,Flowy summer dress covered in delicate floral patterns with a pleated waist.,https://images.unsplash.com/photo-1618244972963-dbee1a7edc95?w=500&auto=format&fit=crop&q=80,data/images/prod_069_fashion.jpg
PROD_070,Vero Moda Women's A-Line Knee-Length Dress,Fashion,Dress,1999.0,Flipkart,https://www.flipkart.com/search?q=Vero+Moda+Women's+A-Line+Knee-Length+Dress,Chic office dress designed with structured A-line profile in solid black stretch knit fabric.,https://images.unsplash.com/photo-1618244972963-dbee1a7edc95?w=500&auto=format&fit=crop&q=80,data/images/prod_070_fashion.jpg
PROD_071,Harpa Women's Floral Skater Casual Dress,Fashion,Dress,1299.0,Flipkart,https://www.flipkart.com/search?q=Harpa+Women's+Floral+Skater+Casual+Dress,Fun everyday skater dress featuring micro floral print details.,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=500&auto=format&fit=crop&q=80,data/images/prod_071_fashion.jpg
PROD_072,Van Heusen Men's Formal Solid Black Suit,Fashion,Suit,7999.0,Amazon,https://www.amazon.in/s?k=Van+Heusen+Men's+Formal+Solid+Black+Suit,Elegant 2-piece business suit featuring a slim-cut blazer and trousers.,https://images.unsplash.com/photo-1594938298603-c8148c4dae35?w=500&auto=format&fit=crop&q=80,data/images/prod_072_fashion.jpg
PROD_073,Jack & Jones Men's Bomber Winter Jacket,Fashion,Jacket,3499.0,Flipkart,https://www.flipkart.com/search?q=Jack+&+Jones+Men's+Bomber+Winter+Jacket,Trendy cold-weather bomber jacket featuring elastic ribbed neck and cuffs.,https://images.unsplash.com/photo-1551488831-00ddcb6c6bd3?w=500&auto=format&fit=crop&q=80,data/images/prod_073_fashion.jpg
PROD_074,Wildcraft Men's Hooded Waterproof Raincoat,Fashion,Outerwear,1899.0,Amazon,https://www.amazon.in/s?k=Wildcraft+Men's+Hooded+Waterproof+Raincoat,High-performance windproof raincoat complete with adjustable hood cords.,https://images.unsplash.com/photo-1543087903-1ac2ec7aa8c5?w=500&auto=format&fit=crop&q=80,data/images/prod_074_fashion.jpg
PROD_075,US Polo Assn Women's Cotton Sports Shorts,Fashion,Activewear,999.0,Flipkart,https://www.flipkart.com/search?q=US+Polo+Assn+Women's+Cotton+Sports+Shorts,Comfortable running shorts crafted in breathable lightweight cotton fabric.,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?w=500&auto=format&fit=crop&q=80,data/images/prod_075_fashion.jpg
PROD_076,Roadster Women Self Design V Neck Beige Sweater,Fashion,Sweater,1999.0,Flipkart,https://www.flipkart.com/roadster-self-design-v-neck-casual-women-beige-sweater/p/itm52baaec066c4b?pid=SWTHGYYNDWURN4G6&lid=LSTSWTHGYYNDWURN4G6WNKJW9&marketplace=FLIPKART&q=H+M+Women+s+Knit+Sweater&store=clo%2Fqvw%2Fvkb%2Fhbp&srno=s_1_1&otracker=search&fm=organic&iid=54f10374-9859-4e88-ae1f-7eeccd249b0f.SWTHGYYNDWURN4G6.SEARCH&ppt=None&ppn=None&ssid=3w67t9bjxs0000001779792802743&qH=541679b3a1a0d2a4&ov_redirect=true,Premium quality Roadster Women Self Design V Neck Beige Sweater designed for professional performance and luxury feel.,https://images.unsplash.com/photo-1614975058789-41316d0e2e9c?w=500&auto=format&fit=crop&q=80,data/images/prod_076_fashion.jpg
PROD_077,Biba Women's Cotton Salwar Suit Set,Fashion,Ethnic,2999.0,Flipkart,https://www.flipkart.com/search?q=Biba+Women's+Cotton+Salwar+Suit+Set,Traditional Indian ethnic set featuring Kurtis and matching dupatta.,https://images.unsplash.com/photo-1605763240000-7e93b172d754?w=500&auto=format&fit=crop&q=80,data/images/prod_077_fashion.jpg
PROD_078,Only Women's Solid Cotton Trousers,Fashion,Pants,1999.0,Flipkart,https://www.flipkart.com/search?q=Only+Women's+Solid+Cotton+Trousers,Relaxed-fit hot weather pants crafted in premium linen-cotton.,https://images.unsplash.com/photo-1509551388413-e18d0ac5d495?w=500&auto=format&fit=crop&q=80,data/images/prod_078_fashion.jpg
PROD_079,Tommy Hilfiger Men's Crewneck Sweatshirt,Fashion,Sweatshirt,4999.0,Amazon,https://www.amazon.in/s?k=Tommy+Hilfiger+Men's+Crewneck+Sweatshirt,Luxury casual crewneck sweatshirt made of thick organic cotton.,https://images.unsplash.com/photo-1620799140408-edc6dcb6d633?w=500&auto=format&fit=crop&q=80,data/images/prod_079_fashion.jpg
PROD_080,Peter England Men's Regular Cotton Trousers,Fashion,Pants,1499.0,Flipkart,https://www.flipkart.com/search?q=Peter+England+Men's+Regular+Cotton+Trousers,Polished men's formal trousers featuring a straight-leg profile.,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=500&auto=format&fit=crop&q=80,data/images/prod_080_fashion.jpg
PROD_081,Fastrack Reflex Beat+ Heart Rate Smartwatch,Accessories,Wearables,1499.0,Flipkart,https://www.flipkart.com/search?q=Fastrack+Reflex+Beat++Heart+Rate+Smartwatch,Sleek active fitness tracker smartwatch with adjustable soft silicone strap.,https://images.unsplash.com/photo-1579586337278-3befd40fd17a?w=500&auto=format&fit=crop&q=80,data/images/prod_081_accessories.jpg
PROD_082,Casio Vintage Series Digital Unisex Watch,Accessories,Watches,1695.0,Amazon,https://www.amazon.in/dp/B00JAK1PMI,Iconic retro metallic square digital watch featuring stainless steel band.,https://images.unsplash.com/photo-1522312346375-d1a52e2b99b3?w=500&auto=format&fit=crop&q=80,data/images/prod_082_accessories.jpg
PROD_083,Fossil Grant Chronograph Analog Mens Watch,Accessories,Watches,9995.0,Amazon,https://www.amazon.in/dp/B00AMWDOEK,Premium classic formal chronograph timepiece with round steel case.,https://images.unsplash.com/photo-1524592094714-0f0654e20314?w=500&auto=format&fit=crop&q=80,data/images/prod_083_accessories.jpg
PROD_084,Ray-Ban Unisex Aviator Polarized Sunglasses,Accessories,Eyewear,9890.0,Amazon,https://www.amazon.in/s?k=Ray-Ban+Unisex+Aviator+Polarized+Sunglasses,Iconic double-bridge pilot sunglasses featuring thin golden wire frames.,https://images.unsplash.com/photo-1511499767150-a48a237f0083?w=500&auto=format&fit=crop&q=80,data/images/prod_084_accessories.jpg
PROD_085,Fastrack Men's Square Classic Sunglasses,Accessories,Eyewear,899.0,Flipkart,https://www.flipkart.com/search?q=Fastrack+Men's+Square+Classic+Sunglasses,Retro-chic square casual sunglasses featuring a solid glossy acetate frame.,https://images.unsplash.com/photo-1572635196237-14b3f281503f?w=500&auto=format&fit=crop&q=80,data/images/prod_085_accessories.jpg
PROD_086,Wildhorn Men's Leather Wallet Premium,Accessories,Wallets,699.0,Amazon,https://www.amazon.in/s?k=Wildhorn+Men's+Leather+Wallet+Premium,"Slim, vegetable-tanned bifold wallet constructed in high-end genuine leather.",https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=500&auto=format&fit=crop&q=80,data/images/prod_086_accessories.jpg
PROD_087,Skybags Trooper Polycarbonate Cabin Suitcase,Accessories,Bags,3299.0,Amazon,https://www.amazon.in/s?k=Skybags+Trooper+Polycarbonate+Cabin+Suitcase,Premium rolling suitcase featuring spinner wheels and an eye-catching pattern.,https://images.unsplash.com/photo-1608501821300-4f99e58bba77?w=500&auto=format&fit=crop&q=80,data/images/prod_087_accessories.jpg
PROD_088,Wildcraft 44L Commuter Outdoor Rucksack,Accessories,Bags,2499.0,Flipkart,https://www.flipkart.com/search?q=Wildcraft+44L+Commuter+Outdoor+Rucksack,Heavy-duty outdoor mountain backpack engineered with durable nylon fabric.,https://images.unsplash.com/photo-1553062407-98eeb64c6a62?w=500&auto=format&fit=crop&q=80,data/images/prod_088_accessories.jpg
PROD_089,Safari Pentagon 3 Pc Trolley Suitcase Set,Accessories,Bags,5999.0,Flipkart,https://www.flipkart.com/search?q=Safari+Pentagon+3+Pc+Trolley+Suitcase+Set,Durable hard-sided rolling suitcase set featuring ribbed polycarbonate shell.,https://images.unsplash.com/photo-1581553680321-4fffae59fccd?w=500&auto=format&fit=crop&q=80,data/images/prod_089_accessories.jpg
PROD_090,Puma Pioneer Gym Sports Water Bottle,Accessories,Drinkware,699.0,Amazon,https://www.amazon.in/s?k=Puma+Pioneer+Gym+Sports+Water+Bottle,Leakproof athletic sports bottle made of durable plastic punctuated by bold prints.,https://images.unsplash.com/photo-1602143407151-7111542de6e8?w=500&auto=format&fit=crop&q=80,data/images/prod_090_accessories.jpg
PROD_091,Decathlon Quechua 10L Mini Hiking Backpack,Accessories,Bags,399.0,Flipkart,https://www.flipkart.com/search?q=Decathlon+Quechua+10L+Mini+Hiking+Backpack,Ultra-compact outdoor daypack in clean canvas complete with strap tensioners.,https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=500&auto=format&fit=crop&q=80,data/images/prod_091_accessories.jpg
PROD_092,American Tourister Valex 28L Laptop Backpack,Accessories,Bags,1299.0,Amazon,https://www.amazon.in/s?k=American+Tourister+Valex+28L+Laptop+Backpack,Multi-pocket laptop backpack crafted in heavy-duty splash-resistant canvas.,https://images.unsplash.com/photo-1544816155-12df9643f363?w=500&auto=format&fit=crop&q=80,data/images/prod_092_accessories.jpg
PROD_093,Titan Regalia Analog Gold Dial Mens Watch,Accessories,Watches,5495.0,Flipkart,https://www.flipkart.com/search?q=Titan+Regalia+Analog+Gold+Dial+Mens+Watch,Luxurious classic dress watch finished in gold plating.,https://images.unsplash.com/photo-1614162692292-7ac56d7f7f1e?w=500&auto=format&fit=crop&q=80,data/images/prod_093_accessories.jpg
PROD_094,G-Shock Men's Matte Black Digital Sports Watch,Accessories,Watches,5995.0,Amazon,https://www.amazon.in/dp/B000GAYQL8,"Legendary shock-resistant, waterproof sports watch finished in solid matte black.",https://images.unsplash.com/photo-1547996160-81dfa63595aa?w=500&auto=format&fit=crop&q=80,data/images/prod_094_accessories.jpg
PROD_095,Milton Thermosteel Duo DLX 1000 Water Bottle,Accessories,Drinkware,999.0,Flipkart,https://www.flipkart.com/search?q=Milton+Thermosteel+Duo+DLX+1000+Water+Bottle,Vacuum-insulated hot/cold steel travel flask finished in sleek powder coat.,https://images.unsplash.com/photo-1574269909862-7e1d70bb8078?w=500&auto=format&fit=crop&q=80,data/images/prod_095_accessories.jpg
PROD_096,Tommy Hilfiger Classic Leather Trifold Wallet,Accessories,Wallets,2199.0,Amazon,https://www.amazon.in/s?k=Tommy+Hilfiger+Classic+Leather+Trifold+Wallet,Traditional slim trifold pocket organizer crafted in premium genuine leather.,https://images.unsplash.com/photo-1588850561407-ed78c282e89b?w=500&auto=format&fit=crop&q=80,data/images/prod_096_accessories.jpg
PROD_097,Ray-Ban Wayfarer Classic Black Sunglasses,Accessories,Eyewear,8490.0,Amazon,https://www.amazon.in/s?k=Ray-Ban+Wayfarer+Classic+Black+Sunglasses,Retro urban lifestyle thick-frame sunglasses in deep gloss frame.,https://images.unsplash.com/photo-1577803645773-f96470509666?w=500&auto=format&fit=crop&q=80,data/images/prod_097_accessories.jpg
PROD_098,Fossil Logan RFID Leather Zip Clutch Wallet,Accessories,Wallets,3995.0,Amazon,https://www.amazon.in/s?k=Fossil+Logan+RFID+Leather+Zip+Clutch+Wallet,Spacious secure smartphone wallet clutch structured in premium leather.,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=500&auto=format&fit=crop&q=80,data/images/prod_098_accessories.jpg
PROD_099,Skybags Brat 30L Casual Laptop Backpack,Accessories,Bags,1099.0,Flipkart,https://www.flipkart.com/search?q=Skybags+Brat+30L+Casual+Laptop+Backpack,Trendy high-capacity university backpack styled in water-resistant fabric.,https://images.unsplash.com/photo-1581655353564-df123a1eb820?w=500&auto=format&fit=crop&q=80,data/images/prod_099_accessories.jpg
PROD_100,Milton Insulated Travel Hot/Cold Lunch Box,Accessories,Lunchbox,699.0,Flipkart,https://www.flipkart.com/search?q=Milton+Insulated+Travel+Hot/Cold+Lunch+Box,Insulated lunch container case housed in a carry bag.,https://images.unsplash.com/photo-1606787366850-de6330128bfc?w=500&auto=format&fit=crop&q=80,data/images/prod_100_accessories.jpg
PROD_101,Minimalist Glow & Brightening Skincare Kit| ALA Cleanser + Vitami...more,Skincare,Serum,549.0,Flipkart,https://www.flipkart.com/minimalist-glow-brightening-skincare-kit-ala-cleanser-vitamin-c-serum-fluid-sunscreen/p/itmd3aa3ccc95185?pid=KMTHB4QFD9GU5SBN&lid=LSTKMTHB4QFD9GU5SBNGJECR6&marketplace=FLIPKART&q=Minimalist+Salicylic+Acid+2+Face+Serum&store=g9b%2Fema%2F5la&srno=s_1_1&otracker=search&fm=organic&iid=en_Hii4IiJwvTLXZ8riELPNWoKg-5ZKRC6Hv81q2-L1TS9sann0ej1JBGrHLu8GnS4Ware9yRrc9SWvwk3OqHegxw%3D%3D&ppt=None&ppn=None&ssid=darwejflkw0000001779793646139&qH=a023a2d327e9805a&ov_redirect=true&ov_redirect=true,Premium quality Minimalist Glow & Brightening Skincare Kit| ALA Cleanser + Vitami...more designed for professional performance and luxury feel.,https://images.unsplash.com/photo-placeholder,data/images/prod_101_skincare.jpg
PROD_102,CeraVe Hydrating Facial Cleanser Face Wash,Skincare,Cleanser,1250.0,Amazon,https://www.amazon.in/s?k=CeraVe+Hydrating+Facial+Cleanser+Face+Wash,Dermatologist recommended non-foaming daily wash with ceramides in a clean white rectangular bottle with green pump.,https://images.unsplash.com/photo-placeholder,data/images/prod_102_skincare.jpg
PROD_103,COSRX Advanced Snail 96 Mucin Power Essence,Skincare,Serum,1450.0,Flipkart,https://www.flipkart.com/search?q=COSRX+Advanced+Snail+96+Mucin+Power+Essence,Ultra-hydrating daily skin repair essence formulated with 96.3% snail secretion filtrate in a clear sleek bottle.,https://images.unsplash.com/photo-placeholder,data/images/prod_103_skincare.jpg
PROD_104,Laneige Lip Sleeping Mask Berry Flavor,Skincare,Moisturizer,600.0,Amazon,https://www.amazon.in/s?k=Laneige+Lip+Sleeping+Mask+Berry+Flavor,Deep nourishing lip treatment mask enriched with vitamin C and antioxidants in a signature frosted pink jar.,https://images.unsplash.com/photo-placeholder,data/images/prod_104_skincare.jpg
PROD_105,L'Oreal Paris Glycolic Bright Serum,Skincare,Serum,699.0,Flipkart,https://www.flipkart.com/search?q=L'Oreal+Paris+Glycolic+Bright+Serum,Radiance-boosting daily dark spots reduction face treatment in a glass bottle with dropper.,https://images.unsplash.com/photo-placeholder,data/images/prod_105_skincare.jpg
PROD_106,MamaEarth Vitamin C for Skin Glow & Illumination With Turmeric F...more,Skincare,Cleanser,259.0,Flipkart,https://www.flipkart.com/mamaearth-vitamin-c-skin-glow-illumination-turmeric-face-wash/p/itm6bd7b3215f1c9?pid=FCWFXFBMZSCUFNHZ&lid=LSTFCWFXFBMZSCUFNHZFRJ6N4&marketplace=FLIPKART&q=Mamaearth+Vitamin+C+Face+Wash&store=g9b%2Fema%2F5la&srno=s_1_1&otracker=search&fm=organic&iid=b728239e-8784-4371-9a8c-e004552e25c5.FCWFXFBMZSCUFNHZ.SEARCH&ppt=None&ppn=None&ssid=up6qv8mjb40000001779792837311&qH=5194daf146f0a5ad&ov_redirect=true&ov_redirect=true,Premium quality MamaEarth Vitamin C for Skin Glow & Illumination With Turmeric F...more designed for professional performance and luxury feel.,https://images.unsplash.com/photo-placeholder,data/images/prod_106_skincare.jpg
PROD_107,The Derma Co 2% Salicylic Acid Face Serum,Skincare,Serum,499.0,Flipkart,https://www.flipkart.com/search?q=The+Derma+Co+2%+Salicylic+Acid+Face+Serum,Clarifying acne reduction face serum with 2% Salicylic Acid in a sleek white glass dropper bottle.,https://images.unsplash.com/photo-placeholder,data/images/prod_107_skincare.jpg
